180,20
180,30
180,40
180,50
180,60
180,70
180,80
180,90
180,100
180,110
180,120
180,130
180,140
180,150
180,160
180,170
180,180
180,190
180,200
190,200
190,190
190,180
190,170
190,160
190,150
190,140
190,130
190,120
190,110
190,100
190,90
190,80
190,70
190,60
190,50
190,40
190,30
190,20
190,10
200,10
200,20
200,30
200,40
200,50
200,60
200,70
200,80
200,90
200,100
200,110
200,120
200,130
200,140
200,150
200,160
200,170
200,180
200,190
200,200
210,200
210,190
210,180
210,170
210,160
210,150
210,140
210,130
210,120
210,110
210,100
210,90
210,80
210,70
210,60
210,50
210,40
210,30
210,20
210,10
220,10
220,20
220,30
220,40
220,50
220,60
220,70
220,80
220,90
220,100
220,110
220,120
220,130
220,140
220,150
220,160
220,170
220,180
220,190
220,200
230,200
230,190
230,180
230,170
230,160
230,150
230,140
230,130
230,120
230,110
230,100
230,90
230,80
230,70
230,60
230,50
230,40
230,30
230,20
230,10
240,10
240,20
240,30
240,40
240,50
240,60
240,70
240,80
240,90
240,100
240,110
240,120
240,130
240,140
240,150
240,160
240,170
240,180
240,190
240,200
250,200
250,190
250,180
250,170
250,160
250,150
250,140
250,130
250,120
250,110
250,100
250,90
250,80
250,70
250,60
250,50
250,40
250,30
250,20
250,10
260,10
260,20
260,30
260,40
260,50
260,60
260,70
260,80
260,90
260,100
260,110
260,120
260,130
260,140
260,150
260,160
260,170
260,180
260,190
260,200
270,200
270,190
270,180
270,170
270,160
270,150
270,140
270,130
270,120
270,110
270,100
270,90
270,80
270,70
270,60
270,50
270,40
270,30
270,20
270,10
280,10
280,20
280,30
280,40
280,50
280,60
280,70
280,80
280,90
280,100
280,110
280,120
280,130
280,140
280,150
280,160
280,170
280,180
280,190
280,200
290,200
290,190
290,180
290,170
290,160
290,150
290,140
290,130
290,120
290,110
290,100
290,90
290,80
290,70
290,60
290,50
290,40
290,30
290,20
290,10
300,10
300,20
300,30
300,40
300,50
300,60
300,70
300,80
300,90
300,100
300,110
300,120
300,130
300,140
300,150
300,160
300,170
300,180
300,190
300,200
310,200
310,190
310,180
310,170
310,160
310,150
310,140
310,130
310,120
310,110
310,100
310,90
310,80
310,70
310,60
310,50
310,40
310,30
310,20
310,10
320,10
320,20
320,30
320,40
320,50
320,60
320,70
320,80
320,90
320,100
320,110
320,120
320,130
320,140
320,150
320,160
320,170
320,180
320,190
320,200
330,200
330,190
330,180
330,170
330,160
330,150
330,140
330,130
330,120
330,110
330,100
330,90
330,80
330,70
330,60
330,50
330,40
330,30
330,20
330,10
340,10
340,20
340,30
340,40
340,50
340,60
340,70
340,80
340,90
340,100
340,110
340,120
340,130
340,140
340,150
340,160
340,170
340,180
340,190
340,200
350,200
350,190
350,180
350,170
350,160
350,150
350,140
350,130
350,120
350,110
350,100
350,90
350,80
350,70
350,60
350,50
350,40
350,30
350,20
350,10
360,10
360,20
360,30
360,40
360,50
360,60
360,70
360,80
360,90
360,100
360,110
360,120
360,130
360,140
360,150
360,160
360,170
360,180
360,190
360,200
370,200
370,190
370,180
370,170
370,160
370,150
370,140
370,130
370,120
370,110
370,100
370,90
370,80
370,70
370,60
370,50
370,40
370,30
370,20
370,10
380,10
380,20
380,30
380,40
380,50
380,60
380,70
380,80
380,90
380,100
380,110
380,120
380,130
380,140
380,150
380,160
380,170
380,180
380,190
380,200
390,200
390,190
390,180
390,170
390,160
390,150
390,140
390,130
390,120
390,110
390,100
390,90
390,80
390,70
390,60
390,50
390,40
390,30
390,20
390,10
400,10
400,20
400,30
400,40
400,50
400,60
400,70
400,80
400,90
400,100
400,110
400,120
400,130
400,140
400,150
400,160
400,170
400,180
400,190
400,200
410,200
410,190
410,180
410,170
410,160
410,150
410,140
410,130
410,120
410,110
410,100
410,90
410,80
410,70
410,60
410,50
410,40
410,30
410,20
410,10
410,0
400,0
390,0
380,0
370,0
360,0
350,0
340,0
330,0
320,0
310,0
300,0
290,0
280,0
270,0
260,0
250,0
240,0
230,0
220,0
210,0
200,0
190,0
180,0
170,0
160,0
150,0
140,0
130,0
120,0
110,0
100,0
90,0
80,0
70,0
60,0
50,0
40,0
30,0
20,0
10,0
